,id,country_id,season,stage,date,hometeam_id,awayteam_id,home_goal,away_goal
81,838,1,2011/2012,19,2011-12-26 00:00:00+00:00,9987,9984,4,2
82,839,1,2011/2012,19,2011-12-26 00:00:00+00:00,9991,10001,3,1
83,840,1,2011/2012,19,2011-12-26 00:00:00+00:00,9993,9989,0,0
84,841,1,2011/2012,19,2011-12-26 00:00:00+00:00,9994,9997,0,0
85,842,1,2011/2012,19,2011-12-26 00:00:00+00:00,8571,9985,2,0
86,843,1,2011/2012,19,2011-12-26 00:00:00+00:00,8203,1773,2,2
87,844,1,2011/2012,19,2011-12-27 00:00:00+00:00,9998,8635,1,1
88,845,1,2011/2012,2,2011-08-05 00:00:00+00:00,8635,8203,3,1
89,846,1,2011/2012,2,2011-08-07 00:00:00+00:00,9985,9994,3,1
90,847,1,2011/2012,2,2011-08-06 00:00:00+00:00,9993,9991,2,2
91,848,1,2011/2012,2,2011-08-07 00:00:00+00:00,9997,8342,3,3
92,849,1,2011/2012,2,2011-08-06 00:00:00+00:00,10000,1773,2,1
93,850,1,2011/2012,2,2011-08-06 00:00:00+00:00,9989,9987,0,0
94,851,1,2011/2012,2,2011-08-07 00:00:00+00:00,10001,8571,0,0
95,852,1,2011/2012,2,2011-08-06 00:00:00+00:00,9984,9998,1,1
96,853,1,2011/2012,20,2012-01-15 00:00:00+00:00,8635,8342,3,0
97,854,1,2011/2012,20,2012-01-14 00:00:00+00:00,9985,9993,6,1
98,855,1,2011/2012,20,2012-01-14 00:00:00+00:00,9997,8571,0,0
99,856,1,2011/2012,20,2012-01-15 00:00:00+00:00,10000,9987,1,1
100,857,1,2011/2012,20,2012-01-14 00:00:00+00:00,1773,9994,1,1
101,858,1,2011/2012,20,2012-01-14 00:00:00+00:00,8203,9998,4,1
102,859,1,2011/2012,20,2012-01-14 00:00:00+00:00,9989,9991,2,1
103,860,1,2011/2012,20,2012-01-14 00:00:00+00:00,9984,10001,3,1
104,861,1,2011/2012,21,2012-01-21 00:00:00+00:00,8342,8203,0,1
105,862,1,2011/2012,21,2012-01-20 00:00:00+00:00,9987,9997,2,1
106,863,1,2011/2012,21,2012-01-21 00:00:00+00:00,9991,10000,0,0
107,864,1,2011/2012,21,2012-01-21 00:00:00+00:00,9993,9984,4,0
108,865,1,2011/2012,21,2012-01-21 00:00:00+00:00,9994,9989,2,0
109,866,1,2011/2012,21,2012-01-21 00:00:00+00:00,8571,8635,0,1
110,867,1,2011/2012,21,2012-01-21 00:00:00+00:00,9998,1773,2,2
111,868,1,2011/2012,21,2012-01-22 00:00:00+00:00,10001,9985,0,0
112,869,1,2011/2012,22,2012-01-25 00:00:00+00:00,8342,9994,3,0
113,870,1,2011/2012,22,2012-01-24 00:00:00+00:00,8635,9991,3,1
114,871,1,2011/2012,22,2012-01-26 00:00:00+00:00,9985,9998,2,1
115,872,1,2011/2012,22,2012-01-25 00:00:00+00:00,9997,10001,0,3
116,873,1,2011/2012,22,2012-01-25 00:00:00+00:00,1773,8571,0,2
117,874,1,2011/2012,22,2012-01-25 00:00:00+00:00,8203,9987,3,2
118,875,1,2011/2012,22,2012-01-25 00:00:00+00:00,9989,9984,2,2
119,876,1,2011/2012,22,2012-01-25 00:00:00+00:00,10000,9993,1,0
120,877,1,2011/2012,23,2012-01-28 00:00:00+00:00,9987,1773,5,0
121,878,1,2011/2012,23,2012-01-28 00:00:00+00:00,9991,9997,6,0
122,879,1,2011/2012,23,2012-01-28 00:00:00+00:00,9993,8635,0,0
123,880,1,2011/2012,23,2012-01-28 00:00:00+00:00,9994,8203,3,2
124,881,1,2011/2012,23,2012-01-28 00:00:00+00:00,8571,10000,0,0
125,882,1,2011/2012,23,2012-01-29 00:00:00+00:00,9998,8342,0,2
126,883,1,2011/2012,23,2012-01-28 00:00:00+00:00,10001,9989,0,2
127,884,1,2011/2012,23,2012-01-29 00:00:00+00:00,9984,9985,0,1
128,885,1,2011/2012,24,2012-02-05 00:00:00+00:00,8342,9993,5,1
129,886,1,2011/2012,24,2012-02-05 00:00:00+00:00,8635,9987,4,2
130,887,1,2011/2012,24,2012-02-04 00:00:00+00:00,9997,9984,0,1
131,888,1,2011/2012,24,2012-02-04 00:00:00+00:00,10000,10001,3,1
132,889,1,2011/2012,24,2012-02-04 00:00:00+00:00,9994,9998,3,1
133,890,1,2011/2012,24,2012-02-04 00:00:00+00:00,8203,8571,0,0
134,891,1,2011/2012,24,2012-02-04 00:00:00+00:00,9989,9985,0,2
135,892,1,2011/2012,24,2012-02-04 00:00:00+00:00,1773,9991,2,3
136,893,1,2011/2012,25,2012-02-12 00:00:00+00:00,9985,8635,1,2
137,894,1,2011/2012,25,2012-02-11 00:00:00+00:00,9987,9994,0,1
138,895,1,2011/2012,25,2012-02-12 00:00:00+00:00,9991,8342,1,3
139,896,1,2011/2012,25,2012-02-11 00:00:00+00:00,9993,9997,3,2
140,897,1,2011/2012,25,2012-02-11 00:00:00+00:00,8571,9998,2,2
141,898,1,2011/2012,25,2012-02-11 00:00:00+00:00,9989,10000,2,1
142,899,1,2011/2012,25,2012-02-11 00:00:00+00:00,10001,1773,1,3
143,900,1,2011/2012,25,2012-02-11 00:00:00+00:00,9984,8203,1,0
144,901,1,2011/2012,26,2012-02-19 00:00:00+00:00,8342,8571,2,1
145,902,1,2011/2012,26,2012-02-19 00:00:00+00:00,8635,10001,3,1
146,903,1,2011/2012,26,2012-02-18 00:00:00+00:00,9997,9989,1,1
147,904,1,2011/2012,26,2012-02-19 00:00:00+00:00,10000,9985,4,2
148,905,1,2011/2012,26,2012-02-18 00:00:00+00:00,1773,9984,2,3
149,906,1,2011/2012,26,2012-02-18 00:00:00+00:00,9994,9991,1,1
150,907,1,2011/2012,26,2012-02-18 00:00:00+00:00,8203,9993,2,1
151,908,1,2011/2012,26,2012-02-18 00:00:00+00:00,9998,9987,1,2
152,909,1,2011/2012,27,2012-02-26 00:00:00+00:00,9985,9997,0,0
153,910,1,2011/2012,27,2012-02-26 00:00:00+00:00,9987,8342,3,0
154,911,1,2011/2012,27,2012-02-25 00:00:00+00:00,9993,1773,2,1
155,912,1,2011/2012,27,2012-02-25 00:00:00+00:00,8571,9994,2,5
156,913,1,2011/2012,27,2012-02-26 00:00:00+00:00,9989,8635,0,0
157,914,1,2011/2012,27,2012-02-25 00:00:00+00:00,10001,8203,1,3
158,915,1,2011/2012,27,2012-02-25 00:00:00+00:00,9984,10000,1,0
159,916,1,2011/2012,27,2012-02-25 00:00:00+00:00,9991,9998,2,0
160,917,1,2011/2012,28,2012-03-04 00:00:00+00:00,8342,9985,1,0
161,918,1,2011/2012,28,2012-03-04 00:00:00+00:00,8635,9984,4,0
162,919,1,2011/2012,28,2012-03-03 00:00:00+00:00,9997,10000,1,0
163,920,1,2011/2012,28,2012-03-03 00:00:00+00:00,1773,9989,0,0
164,921,1,2011/2012,28,2012-03-03 00:00:00+00:00,9994,10001,4,0
165,922,1,2011/2012,28,2012-03-03 00:00:00+00:00,8571,9987,3,2
166,923,1,2011/2012,28,2012-03-03 00:00:00+00:00,8203,9991,0,2
167,924,1,2011/2012,28,2012-03-03 00:00:00+00:00,9998,9993,4,2
168,925,1,2011/2012,29,2012-03-18 00:00:00+00:00,9985,1773,4,0
169,926,1,2011/2012,29,2012-03-18 00:00:00+00:00,9991,8571,3,1
170,927,1,2011/2012,29,2012-03-18 00:00:00+00:00,9993,9994,2,2
171,928,1,2011/2012,29,2012-03-18 00:00:00+00:00,9997,8635,2,2
172,929,1,2011/2012,29,2012-03-18 00:00:00+00:00,10000,8203,2,0
173,930,1,2011/2012,29,2012-03-18 00:00:00+00:00,9989,9998,1,1
174,931,1,2011/2012,29,2012-03-18 00:00:00+00:00,10001,9987,3,2
175,932,1,2011/2012,29,2012-03-18 00:00:00+00:00,9984,8342,1,2
176,933,1,2011/2012,3,2011-08-13 00:00:00+00:00,8342,1773,1,0
177,934,1,2011/2012,3,2011-08-13 00:00:00+00:00,9987,10000,2,2
178,935,1,2011/2012,3,2011-08-13 00:00:00+00:00,9991,9985,3,1
179,936,1,2011/2012,3,2011-08-13 00:00:00+00:00,9993,10001,3,1
180,937,1,2011/2012,3,2011-08-14 00:00:00+00:00,9994,8635,0,1
181,938,1,2011/2012,3,2011-08-13 00:00:00+00:00,8571,9984,2,0
182,939,1,2011/2012,3,2011-08-14 00:00:00+00:00,8203,9989,2,1
183,940,1,2011/2012,3,2011-08-13 00:00:00+00:00,9998,9997,4,2
184,941,1,2011/2012,30,2012-03-21 00:00:00+00:00,8342,9989,1,0
185,942,1,2011/2012,30,2012-03-21 00:00:00+00:00,8635,10000,2,1
186,943,1,2011/2012,30,2012-03-21 00:00:00+00:00,9987,9991,3,1
187,944,1,2011/2012,30,2012-03-21 00:00:00+00:00,1773,9997,3,1
188,945,1,2011/2012,30,2012-03-21 00:00:00+00:00,9994,9984,1,0
189,946,1,2011/2012,30,2012-03-21 00:00:00+00:00,8571,9993,2,0
190,947,1,2011/2012,30,2012-03-21 00:00:00+00:00,8203,9985,1,2
191,948,1,2011/2012,30,2012-03-21 00:00:00+00:00,9998,10001,2,1
192,949,1,2011/2012,4,2011-08-21 00:00:00+00:00,9985,8571,3,1
193,950,1,2011/2012,4,2011-08-20 00:00:00+00:00,9997,9994,0,2
194,951,1,2011/2012,4,2011-08-21 00:00:00+00:00,10000,8342,1,1
195,952,1,2011/2012,4,2011-08-20 00:00:00+00:00,1773,8203,1,2
196,953,1,2011/2012,4,2011-08-19 00:00:00+00:00,9989,9993,1,1
197,954,1,2011/2012,4,2011-08-20 00:00:00+00:00,10001,9991,2,3
198,955,1,2011/2012,4,2011-08-20 00:00:00+00:00,9984,9987,3,2
199,956,1,2011/2012,4,2011-08-21 00:00:00+00:00,8635,9998,2,2
200,957,1,2011/2012,5,2011-08-28 00:00:00+00:00,8342,8635,1,1
201,958,1,2011/2012,5,2011-08-27 00:00:00+00:00,9987,8203,0,0
202,959,1,2011/2012,5,2011-08-27 00:00:00+00:00,9991,9989,1,0
203,960,1,2011/2012,5,2011-08-28 00:00:00+00:00,9993,9985,1,1
204,961,1,2011/2012,5,2011-08-27 00:00:00+00:00,9994,1773,0,1
205,962,1,2011/2012,5,2011-08-27 00:00:00+00:00,8571,9997,4,0
206,963,1,2011/2012,5,2011-08-27 00:00:00+00:00,9998,10000,3,1
207,964,1,2011/2012,5,2011-08-27 00:00:00+00:00,10001,9984,1,3
208,965,1,2011/2012,6,2011-09-11 00:00:00+00:00,8635,8571,2,0
209,966,1,2011/2012,6,2011-09-10 00:00:00+00:00,9985,10001,1,0
210,967,1,2011/2012,6,2011-09-09 00:00:00+00:00,9997,9987,3,4
211,968,1,2011/2012,6,2011-09-11 00:00:00+00:00,10000,9991,1,3
212,969,1,2011/2012,6,2011-09-10 00:00:00+00:00,1773,9998,3,1
213,970,1,2011/2012,6,2011-09-11 00:00:00+00:00,8203,8342,1,2
214,971,1,2011/2012,6,2011-09-10 00:00:00+00:00,9984,9993,2,1
215,972,1,2011/2012,6,2011-09-10 00:00:00+00:00,9989,9994,1,1
216,973,1,2011/2012,7,2011-09-18 00:00:00+00:00,9987,9985,3,0
217,974,1,2011/2012,7,2011-09-18 00:00:00+00:00,9991,8635,0,1
218,975,1,2011/2012,7,2011-09-17 00:00:00+00:00,9993,10000,2,0
219,976,1,2011/2012,7,2011-09-18 00:00:00+00:00,9994,8342,1,2
220,977,1,2011/2012,7,2011-09-17 00:00:00+00:00,8571,1773,2,0
221,978,1,2011/2012,7,2011-09-17 00:00:00+00:00,9998,8203,5,1
222,979,1,2011/2012,7,2011-09-17 00:00:00+00:00,10001,9997,2,0
223,980,1,2011/2012,7,2011-09-17 00:00:00+00:00,9984,9989,0,0
224,981,1,2011/2012,8,2011-09-24 00:00:00+00:00,8342,9998,2,1
225,982,1,2011/2012,8,2011-09-25 00:00:00+00:00,8635,9993,3,2
226,983,1,2011/2012,8,2011-09-25 00:00:00+00:00,9985,9984,0,0
227,984,1,2011/2012,8,2011-09-24 00:00:00+00:00,9997,9991,3,4
228,985,1,2011/2012,8,2011-09-24 00:00:00+00:00,10000,8571,1,0
229,986,1,2011/2012,8,2011-09-24 00:00:00+00:00,1773,9987,1,1
230,987,1,2011/2012,8,2011-09-24 00:00:00+00:00,8203,9994,0,2
231,988,1,2011/2012,8,2011-09-24 00:00:00+00:00,9989,10001,0,0
232,989,1,2011/2012,9,2011-10-02 00:00:00+00:00,9985,9989,2,0
233,990,1,2011/2012,9,2011-10-02 00:00:00+00:00,9987,8635,0,1
234,991,1,2011/2012,9,2011-10-01 00:00:00+00:00,9991,1773,6,1
235,992,1,2011/2012,9,2011-10-02 00:00:00+00:00,9993,8342,1,1
236,993,1,2011/2012,9,2011-10-01 00:00:00+00:00,8571,8203,1,0
237,994,1,2011/2012,9,2011-10-01 00:00:00+00:00,9998,9994,3,3
238,995,1,2011/2012,9,2011-10-01 00:00:00+00:00,10001,10000,1,1
239,996,1,2011/2012,9,2011-10-01 00:00:00+00:00,9984,9997,2,2
240,997,1,2012/2013,1,2012-07-28 00:00:00+00:00,8571,8635,1,1
241,998,1,2012/2013,1,2012-07-28 00:00:00+00:00,9993,9994,2,4
242,999,1,2012/2013,1,2012-07-28 00:00:00+00:00,9998,1773,5,2
243,1000,1,2012/2013,1,2012-07-29 00:00:00+00:00,9985,10000,0,1
244,1001,1,2012/2013,1,2012-07-28 00:00:00+00:00,8203,9986,4,2
245,1002,1,2012/2013,1,2012-07-28 00:00:00+00:00,8342,8475,3,1
246,1003,1,2012/2013,1,2012-07-29 00:00:00+00:00,9991,9989,2,0
247,1004,1,2012/2013,1,2012-07-29 00:00:00+00:00,9987,9984,3,3
248,1005,1,2012/2013,10,2012-10-07 00:00:00+00:00,8342,9987,1,1
249,1006,1,2012/2013,10,2012-10-07 00:00:00+00:00,9985,8635,2,1
250,1007,1,2012/2013,10,2012-10-05 00:00:00+00:00,9993,9991,2,2
251,1008,1,2012/2013,10,2012-10-06 00:00:00+00:00,9986,1773,0,4
252,1009,1,2012/2013,10,2012-10-06 00:00:00+00:00,10000,9984,3,1
253,1010,1,2012/2013,10,2012-10-06 00:00:00+00:00,9994,9989,2,2
254,1011,1,2012/2013,10,2012-10-06 00:00:00+00:00,8203,8571,0,2
255,1012,1,2012/2013,10,2012-10-06 00:00:00+00:00,8475,9998,2,2
256,1013,1,2012/2013,11,2012-10-19 00:00:00+00:00,8635,8475,2,0
257,1014,1,2012/2013,11,2012-10-20 00:00:00+00:00,9987,9993,3,0
258,1015,1,2012/2013,11,2012-10-20 00:00:00+00:00,9991,8571,0,1
259,1016,1,2012/2013,11,2012-10-20 00:00:00+00:00,10000,9994,0,3
260,1017,1,2012/2013,11,2012-10-20 00:00:00+00:00,1773,8342,4,1
261,1018,1,2012/2013,11,2012-10-20 00:00:00+00:00,9989,9986,0,1
262,1019,1,2012/2013,11,2012-10-21 00:00:00+00:00,9998,9985,3,1
263,1020,1,2012/2013,11,2012-10-20 00:00:00+00:00,9984,8203,1,2
264,1021,1,2012/2013,12,2012-10-28 00:00:00+00:00,8342,9994,2,3
265,1022,1,2012/2013,12,2012-10-26 00:00:00+00:00,9985,9984,2,1
266,1023,1,2012/2013,12,2012-10-27 00:00:00+00:00,9991,9998,2,0
267,1024,1,2012/2013,12,2012-10-27 00:00:00+00:00,9993,1773,1,3
268,1025,1,2012/2013,12,2012-10-27 00:00:00+00:00,9986,8635,2,0
269,1026,1,2012/2013,12,2012-10-28 00:00:00+00:00,8571,9987,1,1
270,1027,1,2012/2013,12,2012-10-27 00:00:00+00:00,8203,9989,3,0
271,1028,1,2012/2013,12,2012-10-27 00:00:00+00:00,8475,10000,0,2
272,1029,1,2012/2013,13,2012-10-30 00:00:00+00:00,8635,9991,5,0
273,1030,1,2012/2013,13,2012-10-31 00:00:00+00:00,9987,9985,0,2
274,1031,1,2012/2013,13,2012-10-31 00:00:00+00:00,10000,9986,4,1
275,1032,1,2012/2013,13,2012-10-31 00:00:00+00:00,1773,8203,3,1
276,1033,1,2012/2013,13,2012-10-31 00:00:00+00:00,9994,8475,2,0
277,1034,1,2012/2013,13,2012-10-31 00:00:00+00:00,9989,8342,3,2
278,1035,1,2012/2013,13,2012-10-31 00:00:00+00:00,9998,8571,1,0
279,1036,1,2012/2013,13,2012-10-31 00:00:00+00:00,9984,9993,3,1
280,1037,1,2012/2013,14,2012-11-04 00:00:00+00:00,8342,10000,0,1
281,1038,1,2012/2013,14,2012-11-04 00:00:00+00:00,9985,1773,2,0
282,1039,1,2012/2013,14,2012-11-03 00:00:00+00:00,9991,9987,1,2
283,1040,1,2012/2013,14,2012-11-03 00:00:00+00:00,9993,8475,1,2
284,1041,1,2012/2013,14,2012-11-03 00:00:00+00:00,9986,9994,0,2
285,1042,1,2012/2013,14,2012-11-03 00:00:00+00:00,8571,9989,4,1
286,1043,1,2012/2013,14,2012-11-03 00:00:00+00:00,8203,8635,1,4
287,1044,1,2012/2013,14,2012-11-03 00:00:00+00:00,9998,9984,3,2
288,1045,1,2012/2013,15,2012-11-11 00:00:00+00:00,8635,8342,6,1
289,1046,1,2012/2013,15,2012-11-11 00:00:00+00:00,9987,9998,5,1
290,1047,1,2012/2013,15,2012-11-10 00:00:00+00:00,10000,8203,1,1
291,1048,1,2012/2013,15,2012-11-10 00:00:00+00:00,1773,8571,0,0
292,1049,1,2012/2013,15,2012-11-09 00:00:00+00:00,9994,9985,2,1
293,1050,1,2012/2013,15,2012-11-10 00:00:00+00:00,9989,9993,1,3
294,1051,1,2012/2013,15,2012-11-10 00:00:00+00:00,8475,9986,0,0
295,1052,1,2012/2013,15,2012-11-10 00:00:00+00:00,9984,9991,2,2
296,1053,1,2012/2013,16,2012-11-18 00:00:00+00:00,8635,8571,1,0
297,1054,1,2012/2013,16,2012-11-17 00:00:00+00:00,9986,8203,1,1
298,1055,1,2012/2013,16,2012-11-18 00:00:00+00:00,10000,9985,0,0
299,1056,1,2012/2013,16,2012-11-17 00:00:00+00:00,1773,9998,1,3
300,1057,1,2012/2013,16,2012-11-18 00:00:00+00:00,9994,9993,1,0
301,1058,1,2012/2013,16,2012-11-17 00:00:00+00:00,9989,9991,2,0
302,1059,1,2012/2013,16,2012-11-17 00:00:00+00:00,8475,8342,2,6
303,1060,1,2012/2013,16,2012-11-17 00:00:00+00:00,9984,9987,3,1
304,1061,1,2012/2013,17,2012-11-25 00:00:00+00:00,8342,9986,1,0
305,1062,1,2012/2013,17,2012-11-23 00:00:00+00:00,9985,9989,3,0
306,1063,1,2012/2013,17,2012-11-25 00:00:00+00:00,9987,1773,1,1
307,1064,1,2012/2013,17,2012-11-24 00:00:00+00:00,9991,10000,0,1
308,1065,1,2012/2013,17,2012-11-24 00:00:00+00:00,9993,8635,1,4
309,1066,1,2012/2013,17,2012-11-24 00:00:00+00:00,8571,9984,3,1
310,1067,1,2012/2013,17,2012-11-24 00:00:00+00:00,8203,8475,0,1
311,1068,1,2012/2013,17,2012-11-24 00:00:00+00:00,9998,9994,1,2
312,1069,1,2012/2013,18,2012-12-01 00:00:00+00:00,8342,8203,1,1
313,1070,1,2012/2013,18,2012-12-01 00:00:00+00:00,8635,9984,2,1
314,1071,1,2012/2013,18,2012-12-01 00:00:00+00:00,9986,8571,2,0
315,1072,1,2012/2013,18,2012-12-01 00:00:00+00:00,10000,9993,0,0
316,1073,1,2012/2013,18,2012-12-01 00:00:00+00:00,1773,9991,1,1
317,1074,1,2012/2013,18,2012-12-02 00:00:00+00:00,9994,9987,3,4
318,1075,1,2012/2013,18,2012-12-01 00:00:00+00:00,9989,9998,0,3
319,1076,1,2012/2013,18,2012-12-02 00:00:00+00:00,8475,9985,0,2
320,1077,1,2012/2013,19,2012-12-07 00:00:00+00:00,9985,9986,6,1
321,1078,1,2012/2013,19,2012-12-09 00:00:00+00:00,9987,9989,4,1
322,1079,1,2012/2013,19,2012-12-08 00:00:00+00:00,9991,8475,0,2
323,1080,1,2012/2013,19,2012-12-09 00:00:00+00:00,9993,8342,1,7
324,1081,1,2012/2013,19,2012-12-08 00:00:00+00:00,8571,10000,1,2
325,1082,1,2012/2013,19,2012-12-08 00:00:00+00:00,8203,9994,2,1
326,1083,1,2012/2013,19,2012-12-08 00:00:00+00:00,9998,8635,0,5
327,1084,1,2012/2013,19,2012-12-08 00:00:00+00:00,9984,1773,1,1
328,1085,1,2012/2013,2,2012-08-04 00:00:00+00:00,8635,9993,1,0
329,1086,1,2012/2013,2,2012-08-04 00:00:00+00:00,9986,8342,0,1
330,1087,1,2012/2013,2,2012-08-05 00:00:00+00:00,10000,9991,3,1
331,1088,1,2012/2013,2,2012-08-05 00:00:00+00:00,1773,9987,2,2
332,1089,1,2012/2013,2,2012-08-04 00:00:00+00:00,9994,9998,2,2
333,1090,1,2012/2013,2,2012-08-03 00:00:00+00:00,9989,9985,0,0
334,1091,1,2012/2013,2,2012-08-04 00:00:00+00:00,8475,8203,0,0
335,1092,1,2012/2013,2,2012-08-04 00:00:00+00:00,9984,8571,1,2
336,1093,1,2012/2013,20,2012-12-15 00:00:00+00:00,8342,9998,2,0
